Attack_fleet = 28
Defend_fleet = 23
Attacker, Defender, attack damage, defender's health
ObjectId('527806a36f94c119c082be2f') , ObjectId('527806a36f94c119c082bf45') , 640, 350
ObjectId('527806a36f94c119c082be3b') , ObjectId('527806a36f94c119c082bf51') , 1862, -983
ObjectId('527806a36f94c119c082be5f') , ObjectId('527806a36f94c119c082bf5d') , 669, 456
ObjectId('527806a36f94c119c082be6b') , ObjectId('527806a36f94c119c082bf69') , 691, -326
Defender, Attacker, defend damage, attacker's health
ObjectId('527806a36f94c119c082be9d') , ObjectId('527806a36f94c119c082bd6f') , 888, -639
ObjectId('527806a36f94c119c082beb5') , ObjectId('527806a36f94c119c082bd7b') , 488, -28
ObjectId('527806a36f94c119c082becd') , ObjectId('527806a36f94c119c082bd87') , 1078, -275
ObjectId('527806a36f94c119c082bed9') , ObjectId('527806a36f94c119c082bd93') , 1456, -870
ObjectId('527806a36f94c119c082bee5') , ObjectId('527806a36f94c119c082bdb7') , 521, 179
ObjectId('527806a36f94c119c082bef1') , ObjectId('527806a36f94c119c082bdc3') , 784, -388
ObjectId('527806a36f94c119c082befd') , ObjectId('527806a36f94c119c082bdcf') , 302, 650
ObjectId('527806a36f94c119c082bf09') , ObjectId('527806a36f94c119c082bde7') , 1789, -1414
ObjectId('527806a36f94c119c082bf15') , ObjectId('527806a36f94c119c082bdf3') , 2193, -1126
ObjectId('527806a36f94c119c082bf39') , ObjectId('527806a36f94c119c082be17') , 1462, -322
ObjectId('527806a36f94c119c082bf45') , ObjectId('527806a36f94c119c082be2f') , 545, 251
ObjectId('527806a36f94c119c082bf51') , ObjectId('527806a36f94c119c082be3b') , 1677, -954
ObjectId('527806a36f94c119c082bf5d') , ObjectId('527806a36f94c119c082be5f') , 629, 97
ObjectId('527806a36f94c119c082bf69') , ObjectId('527806a36f94c119c082be6b') , 303, 739
ObjectId('527806a36f94c119c082bf81') , ObjectId('527806a36f94c119c082bd87') , 1211, -408
ObjectId('527806a36f94c119c082bf8d') , ObjectId('527806a36f94c119c082bde7') , 1034, -659
ObjectId('527806a36f94c119c082bf99') , ObjectId('527806a36f94c119c082bd93') , 965, -379
ObjectId('527806a36f94c119c082bfa5') , ObjectId('527806a36f94c119c082bd6f') , 394, -145
ObjectId('527806a36f94c119c082bfb1') , ObjectId('527806a36f94c119c082bde7') , 325, 50
ObjectId('527806a36f94c119c082bfbd') , ObjectId('527806a36f94c119c082bdcf') , 1142, -190
Attacker Kill Count:  7
Defender Kill Count:  14

Attack_fleet = 4
Defend_fleet = 13
Attacker, Defender, attack damage, defender's health
ObjectId('527806a36f94c119c082bdb7') , ObjectId('527806a36f94c119c082bee5') , 555, -316
ObjectId('527806a36f94c119c082be2f') , ObjectId('527806a36f94c119c082bef1') , 526, -367
ObjectId('527806a36f94c119c082be5f') , ObjectId('527806a36f94c119c082befd') , 566, -99
ObjectId('527806a36f94c119c082be6b') , ObjectId('527806a36f94c119c082bf09') , 883, -581
Defender, Attacker, defend damage, attacker's health
ObjectId('527806a36f94c119c082bee5') , ObjectId('527806a36f94c119c082bdb7') , 887, -708
ObjectId('527806a36f94c119c082bef1') , ObjectId('527806a36f94c119c082be2f') , 561, -310
ObjectId('527806a36f94c119c082befd') , ObjectId('527806a36f94c119c082be5f') , 403, -306
ObjectId('527806a36f94c119c082bf09') , ObjectId('527806a36f94c119c082be6b') , 1864, -1125
ObjectId('527806a36f94c119c082bf39') , ObjectId('527806a36f94c119c082be6b') , 764, -25
ObjectId('527806a36f94c119c082bf45') , ObjectId('527806a36f94c119c082be5f') , 306, -209
ObjectId('527806a36f94c119c082bf5d') , ObjectId('527806a36f94c119c082be2f') , 884, -633
ObjectId('527806a36f94c119c082bf81') , ObjectId('527806a36f94c119c082be5f') , 1107, -1010
ObjectId('527806a36f94c119c082bf8d') , ObjectId('527806a36f94c119c082bdb7') , 599, -420
ObjectId('527806a36f94c119c082bf99') , ObjectId('527806a36f94c119c082bdb7') , 719, -540
ObjectId('527806a36f94c119c082bfa5') , ObjectId('527806a36f94c119c082be5f') , 495, -398
ObjectId('527806a36f94c119c082bfb1') , ObjectId('527806a36f94c119c082be6b') , 532, 207
ObjectId('527806a36f94c119c082bfbd') , ObjectId('527806a36f94c119c082be6b') , 805, -66
Attacker Kill Count:  4
Defender Kill Count:  12

Attack_fleet = 19
Defend_fleet = 25
Attacker, Defender, attack damage, defender's health
ObjectId('527806a86f94c119c082bfef') , ObjectId('527806a86f94c119c082c0f9') , 853, 647
ObjectId('527806a86f94c119c082bffb') , ObjectId('527806a86f94c119c082c105') , 317, 1183
ObjectId('527806a86f94c119c082c007') , ObjectId('527806a86f94c119c082c111') , 507, 993
ObjectId('527806a86f94c119c082c013') , ObjectId('527806a86f94c119c082c11d') , 620, 880
ObjectId('527806a86f94c119c082c01f') , ObjectId('527806a86f94c119c082c129') , 553, 947
ObjectId('527806a86f94c119c082c02b') , ObjectId('527806a86f94c119c082c135') , 1334, 166
ObjectId('527806a86f94c119c082c037') , ObjectId('527806a86f94c119c082c141') , 1255, 245
ObjectId('527806a86f94c119c082c043') , ObjectId('527806a86f94c119c082c14d') , 2182, -682
ObjectId('527806a86f94c119c082c04f') , ObjectId('527806a86f94c119c082c159') , 351, 1149
ObjectId('527806a86f94c119c082c05b') , ObjectId('527806a86f94c119c082c165') , 1065, 435
ObjectId('527806a86f94c119c082c067') , ObjectId('527806a86f94c119c082c171') , 1275, 225
ObjectId('527806a86f94c119c082c073') , ObjectId('527806a86f94c119c082c17d') , 1441, 59
ObjectId('527806a86f94c119c082c07f') , ObjectId('527806a86f94c119c082c189') , 932, 568
ObjectId('527806a86f94c119c082c08b') , ObjectId('527806a86f94c119c082c195') , 487, 1013
ObjectId('527806a86f94c119c082c097') , ObjectId('527806a86f94c119c082c1a1') , 718, 782
ObjectId('527806a86f94c119c082c0a3') , ObjectId('527806a86f94c119c082c1ad') , 877, 623
ObjectId('527806a86f94c119c082c0af') , ObjectId('527806a86f94c119c082c1b9') , 556, 944
ObjectId('527806a86f94c119c082c0bb') , ObjectId('527806a86f94c119c082c1c5') , 1182, 318
ObjectId('527806a86f94c119c082c0c7') , ObjectId('527806a86f94c119c082c1d1') , 502, 998
Defender, Attacker, defend damage, attacker's health
ObjectId('527806a86f94c119c082c0f9') , ObjectId('527806a86f94c119c082bfef') , 239, 1261
ObjectId('527806a86f94c119c082c105') , ObjectId('527806a86f94c119c082bffb') , 568, 932
ObjectId('527806a86f94c119c082c111') , ObjectId('527806a86f94c119c082c007') , 769, 731
ObjectId('527806a86f94c119c082c11d') , ObjectId('527806a86f94c119c082c013') , 1626, -126
ObjectId('527806a86f94c119c082c129') , ObjectId('527806a86f94c119c082c01f') , 952, 548
ObjectId('527806a86f94c119c082c135') , ObjectId('527806a86f94c119c082c02b') , 519, 981
ObjectId('527806a86f94c119c082c141') , ObjectId('527806a86f94c119c082c037') , 772, 728
ObjectId('527806a86f94c119c082c14d') , ObjectId('527806a86f94c119c082c043') , 1045, 455
ObjectId('527806a86f94c119c082c159') , ObjectId('527806a86f94c119c082c04f') , 282, 1218
ObjectId('527806a86f94c119c082c165') , ObjectId('527806a86f94c119c082c05b') , 691, 809
ObjectId('527806a86f94c119c082c171') , ObjectId('527806a86f94c119c082c067') , 594, 906
ObjectId('527806a86f94c119c082c17d') , ObjectId('527806a86f94c119c082c073') , 1981, -481
ObjectId('527806a86f94c119c082c189') , ObjectId('527806a86f94c119c082c07f') , 1303, 197
ObjectId('527806a86f94c119c082c195') , ObjectId('527806a86f94c119c082c08b') , 554, 946
ObjectId('527806a86f94c119c082c1a1') , ObjectId('527806a86f94c119c082c097') , 496, 1004
ObjectId('527806a86f94c119c082c1ad') , ObjectId('527806a86f94c119c082c0a3') , 524, 976
ObjectId('527806a86f94c119c082c1b9') , ObjectId('527806a86f94c119c082c0af') , 1372, 128
ObjectId('527806a86f94c119c082c1c5') , ObjectId('527806a86f94c119c082c0bb') , 718, 782
ObjectId('527806a86f94c119c082c1d1') , ObjectId('527806a86f94c119c082c0c7') , 1561, -61
ObjectId('527806a86f94c119c082c1dd') , ObjectId('527806a86f94c119c082c037') , 781, 719
ObjectId('527806a86f94c119c082c1e9') , ObjectId('527806a86f94c119c082c097') , 531, 969
ObjectId('527806a86f94c119c082c1f5') , ObjectId('527806a86f94c119c082c0c7') , 2380, -880
ObjectId('527806a86f94c119c082c201') , ObjectId('527806a86f94c119c082c01f') , 1719, -219
ObjectId('527806a86f94c119c082c20d') , ObjectId('527806a86f94c119c082c037') , 637, 863
ObjectId('527806a86f94c119c082c219') , ObjectId('527806a86f94c119c082c08b') , 1107, 393
Attacker Kill Count:  1
Defender Kill Count:  5

Attack_fleet = 15
Defend_fleet = 24
Attacker, Defender, attack damage, defender's health
ObjectId('527806a86f94c119c082bfef') , ObjectId('527806a86f94c119c082c0f9') , 998, -351
ObjectId('527806a86f94c119c082bffb') , ObjectId('527806a86f94c119c082c105') , 671, 512
ObjectId('527806a86f94c119c082c007') , ObjectId('527806a86f94c119c082c111') , 475, 518
ObjectId('527806a86f94c119c082c02b') , ObjectId('527806a86f94c119c082c11d') , 2064, -1184
ObjectId('527806a86f94c119c082c037') , ObjectId('527806a86f94c119c082c129') , 1514, -567
ObjectId('527806a86f94c119c082c043') , ObjectId('527806a86f94c119c082c135') , 2096, -1930
ObjectId('527806a86f94c119c082c04f') , ObjectId('527806a86f94c119c082c141') , 517, -272
ObjectId('527806a86f94c119c082c05b') , ObjectId('527806a86f94c119c082c159') , 809, 340
ObjectId('527806a86f94c119c082c067') , ObjectId('527806a86f94c119c082c165') , 654, -219
ObjectId('527806a86f94c119c082c07f') , ObjectId('527806a86f94c119c082c171') , 809, -584
ObjectId('527806a86f94c119c082c08b') , ObjectId('527806a86f94c119c082c17d') , 716, -657
ObjectId('527806a86f94c119c082c097') , ObjectId('527806a86f94c119c082c189') , 1044, -476
ObjectId('527806a86f94c119c082c0a3') , ObjectId('527806a86f94c119c082c195') , 750, 263
ObjectId('527806a86f94c119c082c0af') , ObjectId('527806a86f94c119c082c1a1') , 431, 351
ObjectId('527806a86f94c119c082c0bb') , ObjectId('527806a86f94c119c082c1ad') , 1774, -1151
Defender, Attacker, defend damage, attacker's health
ObjectId('527806a86f94c119c082c0f9') , ObjectId('527806a86f94c119c082bfef') , 536, 725
ObjectId('527806a86f94c119c082c105') , ObjectId('527806a86f94c119c082bffb') , 636, 296
ObjectId('527806a86f94c119c082c111') , ObjectId('527806a86f94c119c082c007') , 349, 382
ObjectId('527806a86f94c119c082c11d') , ObjectId('527806a86f94c119c082c02b') , 1048, -67
ObjectId('527806a86f94c119c082c129') , ObjectId('527806a86f94c119c082c037') , 952, -89
ObjectId('527806a86f94c119c082c135') , ObjectId('527806a86f94c119c082c043') , 462, -7
ObjectId('527806a86f94c119c082c141') , ObjectId('527806a86f94c119c082c04f') , 363, 855
ObjectId('527806a86f94c119c082c159') , ObjectId('527806a86f94c119c082c05b') , 822, -13
ObjectId('527806a86f94c119c082c165') , ObjectId('527806a86f94c119c082c067') , 705, 201
ObjectId('527806a86f94c119c082c171') , ObjectId('527806a86f94c119c082c07f') , 766, -569
ObjectId('527806a86f94c119c082c17d') , ObjectId('527806a86f94c119c082c08b') , 1348, -955
ObjectId('527806a86f94c119c082c189') , ObjectId('527806a86f94c119c082c097') , 964, 5
ObjectId('527806a86f94c119c082c195') , ObjectId('527806a86f94c119c082c0a3') , 554, 422
ObjectId('527806a86f94c119c082c1a1') , ObjectId('527806a86f94c119c082c0af') , 648, -520
ObjectId('527806a86f94c119c082c1ad') , ObjectId('527806a86f94c119c082c0bb') , 472, 310
ObjectId('527806a86f94c119c082c1b9') , ObjectId('527806a86f94c119c082c0a3') , 1287, -311
ObjectId('527806a86f94c119c082c1c5') , ObjectId('527806a86f94c119c082c05b') , 624, 185
ObjectId('527806a86f94c119c082c1d1') , ObjectId('527806a86f94c119c082c0bb') , 956, -174
ObjectId('527806a86f94c119c082c1dd') , ObjectId('527806a86f94c119c082c04f') , 565, 653
ObjectId('527806a86f94c119c082c1e9') , ObjectId('527806a86f94c119c082c007') , 436, 295
ObjectId('527806a86f94c119c082c1f5') , ObjectId('527806a86f94c119c082c07f') , 896, -699
ObjectId('527806a86f94c119c082c201') , ObjectId('527806a86f94c119c082c02b') , 1841, -860
ObjectId('527806a86f94c119c082c20d') , ObjectId('527806a86f94c119c082c007') , 314, 417
ObjectId('527806a86f94c119c082c219') , ObjectId('527806a86f94c119c082c04f') , 1754, -536
Attacker Kill Count:  10
Defender Kill Count:  12

Attack_fleet = 5
Defend_fleet = 14
Attacker, Defender, attack damage, defender's health
ObjectId('527806a86f94c119c082bfef') , ObjectId('527806a86f94c119c082c105') , 1082, -570
ObjectId('527806a86f94c119c082bffb') , ObjectId('527806a86f94c119c082c111') , 755, -237
ObjectId('527806a86f94c119c082c007') , ObjectId('527806a86f94c119c082c159') , 729, -389
ObjectId('527806a86f94c119c082c067') , ObjectId('527806a86f94c119c082c195') , 404, -141
ObjectId('527806a86f94c119c082c097') , ObjectId('527806a86f94c119c082c1a1') , 1102, -751
Defender, Attacker, defend damage, attacker's health
ObjectId('527806a86f94c119c082c105') , ObjectId('527806a86f94c119c082bfef') , 518, 207
ObjectId('527806a86f94c119c082c111') , ObjectId('527806a86f94c119c082bffb') , 469, -173
ObjectId('527806a86f94c119c082c159') , ObjectId('527806a86f94c119c082c007') , 458, -41
ObjectId('527806a86f94c119c082c195') , ObjectId('527806a86f94c119c082c067') , 499, -298
ObjectId('527806a86f94c119c082c1a1') , ObjectId('527806a86f94c119c082c097') , 455, -450
ObjectId('527806a86f94c119c082c1b9') , ObjectId('527806a86f94c119c082bffb') , 1533, -1237
ObjectId('527806a86f94c119c082c1c5') , ObjectId('527806a86f94c119c082bfef') , 457, 268
ObjectId('527806a86f94c119c082c1d1') , ObjectId('527806a86f94c119c082c097') , 2068, -2063
ObjectId('527806a86f94c119c082c1dd') , ObjectId('527806a86f94c119c082c067') , 638, -437
ObjectId('527806a86f94c119c082c1e9') , ObjectId('527806a86f94c119c082bfef') , 262, 463
ObjectId('527806a86f94c119c082c1f5') , ObjectId('527806a86f94c119c082c067') , 1023, -822
ObjectId('527806a86f94c119c082c201') , ObjectId('527806a86f94c119c082bffb') , 1187, -891
ObjectId('527806a86f94c119c082c20d') , ObjectId('527806a86f94c119c082bfef') , 579, 146
ObjectId('527806a86f94c119c082c219') , ObjectId('527806a86f94c119c082bfef') , 1764, -1039
Attacker Kill Count:  5
Defender Kill Count:  10

Attack_fleet = 22
Defend_fleet = 22
Attacker, Defender, attack damage, defender's health
ObjectId('527806ac6f94c119c082c24b') , ObjectId('527806ac6f94c119c082c379') , 489, 1011
ObjectId('527806ac6f94c119c082c257') , ObjectId('527806ac6f94c119c082c385') , 1080, 420
ObjectId('527806ac6f94c119c082c263') , ObjectId('527806ac6f94c119c082c391') , 1196, 304
ObjectId('527806ac6f94c119c082c26f') , ObjectId('527806ac6f94c119c082c39d') , 972, 528
ObjectId('527806ac6f94c119c082c27b') , ObjectId('527806ac6f94c119c082c3a9') , 1289, 211
ObjectId('527806ac6f94c119c082c287') , ObjectId('527806ac6f94c119c082c3b5') , 1324, 176
ObjectId('527806ac6f94c119c082c293') , ObjectId('527806ac6f94c119c082c3c1') , 869, 631
ObjectId('527806ac6f94c119c082c29f') , ObjectId('527806ac6f94c119c082c3cd') , 1449, 51
ObjectId('527806ac6f94c119c082c2ab') , ObjectId('527806ac6f94c119c082c3d9') , 430, 1070
ObjectId('527806ac6f94c119c082c2b7') , ObjectId('527806ac6f94c119c082c3e5') , 2027, -527
ObjectId('527806ac6f94c119c082c2c3') , ObjectId('527806ac6f94c119c082c3f1') , 1658, -158
ObjectId('527806ac6f94c119c082c2cf') , ObjectId('527806ac6f94c119c082c3fd') , 868, 632
ObjectId('527806ac6f94c119c082c2db') , ObjectId('527806ac6f94c119c082c409') , 709, 791
ObjectId('527806ac6f94c119c082c2e7') , ObjectId('527806ac6f94c119c082c415') , 541, 959
ObjectId('527806ac6f94c119c082c2f3') , ObjectId('527806ac6f94c119c082c421') , 806, 694
ObjectId('527806ac6f94c119c082c2ff') , ObjectId('527806ac6f94c119c082c42d') , 1415, 85
ObjectId('527806ac6f94c119c082c30b') , ObjectId('527806ac6f94c119c082c439') , 580, 920
ObjectId('527806ac6f94c119c082c317') , ObjectId('527806ac6f94c119c082c445') , 1513, -13
ObjectId('527806ac6f94c119c082c323') , ObjectId('527806ac6f94c119c082c451') , 1095, 405
ObjectId('527806ac6f94c119c082c32f') , ObjectId('527806ac6f94c119c082c45d') , 504, 996
ObjectId('527806ac6f94c119c082c33b') , ObjectId('527806ac6f94c119c082c469') , 610, 890
ObjectId('527806ac6f94c119c082c347') , ObjectId('527806ac6f94c119c082c475') , 468, 1032
Defender, Attacker, defend damage, attacker's health
ObjectId('527806ac6f94c119c082c379') , ObjectId('527806ac6f94c119c082c24b') , 1244, 256
ObjectId('527806ac6f94c119c082c385') , ObjectId('527806ac6f94c119c082c257') , 652, 848
ObjectId('527806ac6f94c119c082c391') , ObjectId('527806ac6f94c119c082c263') , 1122, 378
ObjectId('527806ac6f94c119c082c39d') , ObjectId('527806ac6f94c119c082c26f') , 560, 940
ObjectId('527806ac6f94c119c082c3a9') , ObjectId('527806ac6f94c119c082c27b') , 1636, -136
ObjectId('527806ac6f94c119c082c3b5') , ObjectId('527806ac6f94c119c082c287') , 842, 658
ObjectId('527806ac6f94c119c082c3c1') , ObjectId('527806ac6f94c119c082c293') , 1483, 17
ObjectId('527806ac6f94c119c082c3cd') , ObjectId('527806ac6f94c119c082c29f') , 1244, 256
ObjectId('527806ac6f94c119c082c3d9') , ObjectId('527806ac6f94c119c082c2ab') , 611, 889
ObjectId('527806ac6f94c119c082c3e5') , ObjectId('527806ac6f94c119c082c2b7') , 792, 708
ObjectId('527806ac6f94c119c082c3f1') , ObjectId('527806ac6f94c119c082c2c3') , 1053, 447
ObjectId('527806ac6f94c119c082c3fd') , ObjectId('527806ac6f94c119c082c2cf') , 774, 726
ObjectId('527806ac6f94c119c082c409') , ObjectId('527806ac6f94c119c082c2db') , 756, 744
ObjectId('527806ac6f94c119c082c415') , ObjectId('527806ac6f94c119c082c2e7') , 779, 721
ObjectId('527806ac6f94c119c082c421') , ObjectId('527806ac6f94c119c082c2f3') , 1665, -165
ObjectId('527806ac6f94c119c082c42d') , ObjectId('527806ac6f94c119c082c2ff') , 1071, 429
ObjectId('527806ac6f94c119c082c439') , ObjectId('527806ac6f94c119c082c30b') , 708, 792
ObjectId('527806ac6f94c119c082c445') , ObjectId('527806ac6f94c119c082c317') , 342, 1158
ObjectId('527806ac6f94c119c082c451') , ObjectId('527806ac6f94c119c082c323') , 318, 1182
ObjectId('527806ac6f94c119c082c45d') , ObjectId('527806ac6f94c119c082c32f') , 1100, 400
ObjectId('527806ac6f94c119c082c469') , ObjectId('527806ac6f94c119c082c33b') , 1623, -123
ObjectId('527806ac6f94c119c082c475') , ObjectId('527806ac6f94c119c082c347') , 560, 940
Attacker Kill Count:  3
Defender Kill Count:  3

Attack_fleet = 19
Defend_fleet = 19
Attacker, Defender, attack damage, defender's health
ObjectId('527806ac6f94c119c082c24b') , ObjectId('527806ac6f94c119c082c379') , 1065, -54
ObjectId('527806ac6f94c119c082c257') , ObjectId('527806ac6f94c119c082c385') , 1764, -1344
ObjectId('527806ac6f94c119c082c263') , ObjectId('527806ac6f94c119c082c391') , 986, -682
ObjectId('527806ac6f94c119c082c26f') , ObjectId('527806ac6f94c119c082c39d') , 988, -460
ObjectId('527806ac6f94c119c082c287') , ObjectId('527806ac6f94c119c082c3a9') , 762, -551
ObjectId('527806ac6f94c119c082c293') , ObjectId('527806ac6f94c119c082c3b5') , 1346, -1170
ObjectId('527806ac6f94c119c082c29f') , ObjectId('527806ac6f94c119c082c3c1') , 1298, -667
ObjectId('527806ac6f94c119c082c2ab') , ObjectId('527806ac6f94c119c082c3cd') , 624, -573
ObjectId('527806ac6f94c119c082c2b7') , ObjectId('527806ac6f94c119c082c3d9') , 968, 102
ObjectId('527806ac6f94c119c082c2c3') , ObjectId('527806ac6f94c119c082c3fd') , 1291, -659
ObjectId('527806ac6f94c119c082c2cf') , ObjectId('527806ac6f94c119c082c409') , 775, 16
ObjectId('527806ac6f94c119c082c2db') , ObjectId('527806ac6f94c119c082c415') , 681, 278
ObjectId('527806ac6f94c119c082c2e7') , ObjectId('527806ac6f94c119c082c421') , 1072, -378
ObjectId('527806ac6f94c119c082c2ff') , ObjectId('527806ac6f94c119c082c42d') , 1972, -1887
ObjectId('527806ac6f94c119c082c30b') , ObjectId('527806ac6f94c119c082c439') , 807, 113
ObjectId('527806ac6f94c119c082c317') , ObjectId('527806ac6f94c119c082c451') , 1847, -1442
ObjectId('527806ac6f94c119c082c323') , ObjectId('527806ac6f94c119c082c45d') , 1179, -183
ObjectId('527806ac6f94c119c082c32f') , ObjectId('527806ac6f94c119c082c469') , 405, 485
ObjectId('527806ac6f94c119c082c347') , ObjectId('527806ac6f94c119c082c475') , 718, 314
Defender, Attacker, defend damage, attacker's health
ObjectId('527806ac6f94c119c082c379') , ObjectId('527806ac6f94c119c082c24b') , 870, -614
ObjectId('527806ac6f94c119c082c385') , ObjectId('527806ac6f94c119c082c257') , 924, -76
ObjectId('527806ac6f94c119c082c391') , ObjectId('527806ac6f94c119c082c263') , 1685, -1307
ObjectId('527806ac6f94c119c082c39d') , ObjectId('527806ac6f94c119c082c26f') , 619, 321
ObjectId('527806ac6f94c119c082c3a9') , ObjectId('527806ac6f94c119c082c287') , 2205, -1547
ObjectId('527806ac6f94c119c082c3b5') , ObjectId('527806ac6f94c119c082c293') , 1725, -1708
ObjectId('527806ac6f94c119c082c3c1') , ObjectId('527806ac6f94c119c082c29f') , 1275, -1019
ObjectId('527806ac6f94c119c082c3cd') , ObjectId('527806ac6f94c119c082c2ab') , 868, 21
ObjectId('527806ac6f94c119c082c3d9') , ObjectId('527806ac6f94c119c082c2b7') , 1599, -891
ObjectId('527806ac6f94c119c082c3fd') , ObjectId('527806ac6f94c119c082c2c3') , 798, -351
ObjectId('527806ac6f94c119c082c409') , ObjectId('527806ac6f94c119c082c2cf') , 1225, -499
ObjectId('527806ac6f94c119c082c415') , ObjectId('527806ac6f94c119c082c2db') , 1195, -451
ObjectId('527806ac6f94c119c082c421') , ObjectId('527806ac6f94c119c082c2e7') , 1587, -866
